fakeid,a,e,i,lan,aop,M,epoch JD,H,mag,sun_dist
38111,40.0,0.23078710250717088,44.67693393504815,192.15466244957105,91.78745262145728,85.94721886909983,2456658.5,7.649978391852015,23.99,41.44514083862305
38140,40.0,0.192132008516649,41.77390911875172,58.23417911144241,107.72768926267173,236.0295675718185,2456658.5,7.674457817256399,24.37,45.155887603759766
40213,40.0,0.20305043831170516,21.099789448213564,135.78621925398028,160.81179699244072,70.98256494326584,2456658.5,6.450966061810493,22.53,38.94218826293945
40465,40.0,0.14064606111424777,16.980384312379876,102.9853293888158,163.9340635968004,110.32471949731682,2456658.5,6.026353207307105,22.48,42.59540939331055
40894,40.0,0.10349953343305926,22.130086601575755,167.02040659897412,358.5488929462022,239.80162480833596,2456658.5,8.000317553496707,24.43,42.377777099609375
40901,40.0,0.07509618801822643,38.705534816003606,57.808180829626245,223.55142044820983,98.54100943200726,2456658.5,8.320593536101068,24.57,40.66227340698242
43066,40.0,0.14830946672662254,35.06230642164797,181.53246004371312,151.84840684241573,47.7616516517541,2456658.5,6.451511240111445,22.26,36.571556091308594
43630,40.0,0.04969237979265129,43.23506763357838,191.780373425892,105.93127643285817,96.85255165346851,2456658.5,7.488716884118362,23.71,40.3334846496582
44782,40.0,0.051860808839782474,22.829651797884626,165.67964890663941,180.1965884357266,45.106615273724984,2456658.5,6.910801691251118,22.94,38.59291458129883
45348,40.0,0.13898056290500238,19.865601256031894,97.60481110529463,114.47277293289821,178.60283615145136,2456658.5,6.48411009167117,23.22,45.557945251464844
45430,40.0,0.24952824480064126,19.306938683228942,158.07038534596808,263.836904148363,344.2579660451854,2456658.5,8.353981384800786,23.41,30.670969009399414
46311,40.0,0.18532563079224376,16.16827181481563,120.98590504017972,32.02108081020511,257.11849070200674,2456658.5,7.921912909226694,24.4,42.858314514160156
46627,40.0,0.02994249265558488,19.83665027159091,109.00735045872574,293.5057952592936,351.46690070388274,2456658.5,7.976330776129945,24.03,38.81638717651367
47654,40.0,0.08643080813971757,24.057450665387343,153.91750969793188,35.043899981857514,208.1519807859634,2456658.5,8.318598261492701,24.82,43.107826232910156
47982,40.0,0.06231785328186343,19.92584286889931,99.07691260500424,149.36863723783986,136.35520773735837,2456658.5,6.026053043730102,22.41,41.87298583984375
48504,40.0,0.09869158392334768,41.801357174497376,55.297768914295865,119.22390276510895,218.1967477775688,2456658.5,8.414734356343242,24.93,43.2354736328125
49020,40.0,0.22345226346242605,24.76528296987285,161.24147027561594,109.21553666387405,101.88806003233093,2456658.5,6.445585527196938,22.99,43.58087158203125
51903,40.0,0.0874824534832706,21.471816652701328,80.49673752673533,207.9372456422661,92.59851175994294,2456658.5,7.508512871032436,23.74,40.46076583862305
52257,40.0,0.05048402010629069,23.598607203748912,76.5736201155807,239.6731401686748,68.26689643882051,2456658.5,6.365799593809628,22.48,39.342594146728516
52985,40.0,0.13875007834684802,41.806079394046805,55.15562729612367,279.9745041067491,37.71073760197322,2456658.5,6.480704069554826,22.21,35.950679779052734
53043,40.0,0.16745074018085324,42.15834674749667,53.73915588376859,282.2206899537464,34.01331549338254,2456658.5,6.1145275360741955,21.72,34.884521484375
54263,40.0,0.1478592479251624,21.23814906651834,124.48303986390418,344.2935570389941,298.8257244104942,2456658.5,6.636568388968616,22.59,37.88904571533203
55231,40.0,0.07504152255232213,19.721258673029336,126.01510466719633,320.8568540548818,310.074710833141,2456658.5,7.600680746968622,23.59,38.2093620300293
55534,40.0,0.1167125941047,24.511181904890805,167.2293712977571,57.42141139682984,163.86126392965974,2456658.5,6.968739841859683,23.61,44.52043533325195
56995,40.0,0.19416104060188147,21.97465973446967,151.622511170141,330.46348757831163,291.9415615705502,2456658.5,6.088676174040086,22.12,38.515262603759766
58740,40.0,0.09381081760842144,16.304355138399778,124.29279237245228,178.046605951261,76.74357565581062,2456658.5,8.817628658027617,24.95,39.4820556640625
59642,40.0,0.16600350998963462,16.863968028828758,123.81491451724335,170.40741269703705,79.80854518553426,2456658.5,7.4904993882750865,23.66,39.920997619628906
60172,40.0,0.08116042480128699,22.09599639814407,100.881937204431,216.01458676543217,66.37519362070573,2456658.5,6.92130612801231,22.99,38.93048095703125
60513,40.0,0.09086378339679765,35.156643910573074,185.26517085667513,182.96101330444165,21.912601793530513,2456658.5,8.953878173763227,24.77,36.68049621582031
61015,40.0,0.2184224146999803,26.283624123525044,65.33404009771834,235.00188394688553,62.31145281601534,2456658.5,6.289325376836878,22.22,37.644901275634766
61688,40.0,0.13811633295496642,47.900321652423024,193.4646853614216,206.32450788282674,0.6821155704084347,2456658.5,8.313483396287776,23.87,34.47587203979492
61878,40.0,0.21878042611535464,22.937969924349908,73.93070842457776,132.25250100918947,181.10144099733364,2456658.5,7.577586733947577,24.61,48.75012969970703
62681,40.0,0.07074758111962665,20.764465238923947,143.87341217407,352.09140047582076,263.6825797804971,2456658.5,6.575707429221066,22.82,40.50630569458008
62816,40.0,0.2497620514293528,23.025363826068027,95.4102935861874,28.551618792020417,294.0942695333032,2456658.5,8.461458076675667,24.46,38.265079498291016
63524,40.0,0.12297510116107924,49.23709476477518,47.66889407286895,208.8853088526974,113.02915621900353,2456658.5,7.4232391684264325,23.86,42.398284912109375
64125,40.0,0.14272628851341376,22.176066806909844,88.80736564008006,68.33515101489678,243.61995200124667,2456658.5,8.471095982726766,24.98,43.12790298461914
64557,40.0,0.15305573394626984,26.246633701296776,173.71063494997264,358.5831221121432,233.0075882598485,2456658.5,6.56959215691278,23.18,44.20405197143555
66993,40.0,0.2088625791443452,34.95108354215479,60.34830747393254,46.10294274601956,303.6717609155753,2456658.5,8.765857926393885,24.59,36.786048889160156
68101,40.0,0.12706711441171176,19.53820459531022,150.77789075273952,17.87450687528853,236.22761045137537,2456658.5,6.859800355431192,23.37,43.22608184814453
68939,40.0,0.15546121885688383,28.458107917452182,69.11968864306016,11.806220443691867,319.62763053657307,2456658.5,7.380471215053799,23.09,35.74905014038086
69083,40.0,0.14777815609797412,30.651170137148544,179.99014546395415,346.82320996080347,245.40805596378019,2456658.5,8.08332329307897,24.58,43.11400604248047
69755,40.0,0.06777851272609825,48.36960153024413,52.5727263590942,13.904989136000388,324.07199123045524,2456658.5,6.72149457966529,22.67,37.87346649169922
70465,40.0,0.025715637386145657,26.606613458505606,67.34645468440924,29.635744356440586,293.08643859520697,2456658.5,7.313629361010386,23.46,39.619388580322266
70763,40.0,0.20742088221254343,26.19746579387737,70.08481076249971,223.71579095951114,70.13529771144074,2456658.5,7.364145134674873,23.42,38.830997467041016
71515,40.0,0.04280106137747963,18.921565876224562,146.66984328014607,153.64715753987252,86.74322550083717,2456658.5,8.014116482651685,24.2,39.975929260253906
71559,40.0,0.19663221995597677,45.863105455105575,48.57728432879632,305.13417835674244,20.531656866959516,2456658.5,8.970141170969896,24.33,32.89238739013672
73085,40.0,0.2421663723246672,33.074404348361455,183.07080924732068,131.70127593162889,55.03798430534136,2456658.5,8.262955792627967,24.04,36.35441589355469
74718,40.0,0.014353005909250482,20.72372716655198,96.36464792571992,232.7884177701431,60.56531785918694,2456658.5,6.676800429748712,22.83,39.72416687011719
74731,40.0,0.03091317624858228,39.75843535343289,56.73766099438282,229.961028989219,94.5711593326008,2456658.5,7.395303874598747,23.6,40.136348724365234
75057,40.0,0.018222272181416838,18.127939691932518,132.3169313748391,148.2054001039213,110.86988695985934,2456658.5,7.7712866116326715,23.98,40.27113723754883
75829,40.0,0.003581461182130735,35.064484113201736,56.70863593921601,240.15098633577645,88.59732108561134,2456658.5,8.007508643468977,24.19,39.997005462646484
76990,40.0,0.0060135138346106565,17.835156136619993,128.84359031814856,179.05017233445372,85.55385544229112,2456658.5,8.116962516892894,24.3,39.9827880859375
79354,40.0,0.17365810996021164,20.49505979660159,89.21093154077242,241.93358084593274,43.19174698204116,2456658.5,6.169144510473844,21.86,35.620445251464844
80413,40.0,0.2212179911098445,20.22186078637987,94.29390252400543,133.54250920167,156.5505348784418,2456658.5,7.157967931074443,24.15,48.35306167602539
80752,40.0,0.14755900078051537,32.235171672775934,179.7571360540788,86.28940297966827,119.27660041202864,2456658.5,7.3289018046998144,23.86,43.47816848754883
80824,40.0,0.09377409918843,34.56949472889181,177.34070043409915,201.19238770442388,12.954140856964905,2456658.5,7.536535828600576,23.32,36.36491012573242
82276,40.0,0.1751662758105764,17.788485099886525,116.14356678990225,159.46631235072505,97.20236857686825,2456658.5,7.62423367945485,24.02,42.026187896728516
82529,40.0,0.03306936982767844,29.31276105753003,170.0415429794325,9.9625778485803,215.0651261194243,2456658.5,6.941287996827865,23.25,41.09657287597656
82654,40.0,0.01087053588688705,24.09590923066091,164.4828252970013,79.52323312602444,150.64451735704623,2456658.5,8.315540561170266,24.54,40.380104064941406
83068,40.0,0.19479140785606158,30.401456772371986,72.58828885554165,286.78287530802635,18.448528755269923,2456658.5,6.591686866908524,21.94,32.81541061401367
83123,40.0,0.19062080950228347,44.70100508375927,195.47265120748878,307.5951131272842,277.0854269233022,2456658.5,7.095434864879609,23.33,40.50706481933594
83283,40.0,0.07866523699070582,33.98469856702731,63.97519433958463,219.99525992018684,96.31329673060164,2456658.5,6.538451646545937,22.78,40.58641052246094
84862,40.0,0.20198367965185907,23.395503699169108,90.35073877571482,35.3489502348586,285.5478157279799,2456658.5,8.179747729461653,24.31,39.43608093261719
85746,40.0,0.08211928194667317,18.795288423906857,153.0640013879898,29.268247632744245,216.1081100414057,2456658.5,6.973160607708118,23.44,42.73881912231445
86652,40.0,0.10839045933829264,17.7182121876559,145.4081999230712,101.44992829232679,138.7781347724359,2456658.5,8.099342402304819,24.63,43.4421272277832
86893,40.0,0.07493852648139787,43.37276182266347,47.676858193397294,215.95948046766105,112.01136267163815,2456658.5,7.624764764473465,23.95,41.3080940246582
89516,40.0,0.13312849078300348,45.37519588218274,52.11530667262962,225.25665386752587,91.86658525819266,2456658.5,6.192687477073825,22.47,40.86892318725586
91362,40.0,0.09360860795932127,24.986943236964546,163.1424844783538,206.63003729393085,21.033731530425417,2456658.5,7.4649821614233645,23.27,36.556915283203125
91765,40.0,0.09769669876782891,23.676903335249428,161.77752967460842,128.93649661357378,91.80673213206161,2456658.5,6.344197690894384,22.58,40.500431060791016
91900,40.0,0.2106290016146314,41.208499042730274,54.9838649024653,196.22904534287278,114.54651388037755,2456658.5,7.011367891964416,23.68,44.77111053466797
93456,40.0,0.03784852772887873,19.936399865811715,131.1839735538067,328.5286583097705,296.41138788409626,2456658.5,8.440477931525438,24.56,39.373714447021484
93942,40.0,0.04089126494285411,21.37253029589331,156.62331702399422,18.074518882006423,222.19609043630683,2456658.5,8.620670721969407,24.93,41.240631103515625
93968,40.0,0.09868480052836312,17.507314697067006,99.81835609192899,127.29010226817473,157.202032843095,2456658.5,8.021558227450807,24.58,43.69032287597656
95158,40.0,0.038152733439220377,31.326479786896684,66.38259655846878,340.76306999511075,342.32731203599275,2456658.5,8.635205293226841,24.66,38.55159378051758
96028,40.0,0.14161601500531162,23.771574878532242,152.39855658151745,218.52476307926176,16.648038536849185,2456658.5,8.882345364348726,24.46,34.65480422973633
96449,40.0,0.001512791901856686,25.949462283560223,73.46039169164608,286.17709608131713,26.682576328382595,2456658.5,7.8376540720277905,24.02,39.94594955444336
96464,40.0,0.11817753407161816,40.73899575901085,53.607624574855706,325.21199728907976,5.925426821136202,2456658.5,6.824590700044302,22.48,35.30533981323242
96661,40.0,0.15401551241693587,32.427536399365025,61.940532340291675,229.85758363696033,75.00799190294867,2456658.5,6.29438100427697,22.41,39.33247756958008
97602,40.0,0.1129911218863682,42.65784346257513,192.5520454240236,339.5870902994898,239.32684558767153,2456658.5,7.93631266712514,24.39,42.65128707885742
98851,40.0,0.14658713060803294,16.623779940456004,113.76061179602934,87.96646569203948,190.25587200723373,2456658.5,6.069324816132838,22.83,45.792118072509766
99757,40.0,0.05720880262657718,35.43630625100298,182.5050933163853,352.6838162996659,222.53529879771568,2456658.5,7.513996447318295,23.88,41.7424201965332
101219,40.0,0.027678105426642313,15.694384608147779,114.69973816976561,73.32195410192475,203.42357590067607,2456658.5,7.783987106404557,24.08,41.02055740356445
104586,40.0,0.21960070024163628,22.207666535292493,160.12156854486184,165.55821872679454,47.6187553461081,2456658.5,8.02732975126105,23.69,35.387638092041016
106802,40.0,0.05619923108995575,30.996268033140527,68.06438332307167,241.13188406194746,72.46165349661227,2456658.5,6.244045753106218,22.37,39.44016647338867
108099,40.0,0.12468938404415464,20.92102707973272,87.77122619963461,173.27166668893489,119.3428685224933,2456658.5,8.098848657061938,24.58,42.873653411865234
108333,40.0,0.202031846708983,47.774105016100584,46.141302990664876,4.311558675066154,341.61914974131116,2456658.5,6.2746900844673785,21.59,32.5546989440918
109534,40.0,0.15582365638877785,48.73716962809077,194.25913980147504,200.70525178365776,4.218734566741569,2456658.5,6.88254878185675,22.35,33.79072952270508
112196,40.0,0.2369733797944551,32.427160704156144,60.08703697043511,352.41367975484405,344.8285734849854,2456658.5,8.569832720294126,23.68,31.079387664794922
113210,40.0,0.001559990674024625,29.308939469861063,75.83081752641502,176.02454279156657,136.64878021206113,2456658.5,6.092898918120241,22.28,40.04541778564453
113521,40.0,0.08138138087541927,18.14721530212512,122.42035542915103,223.63034142578854,39.905240175782296,2456658.5,6.522294315294813,22.45,37.622737884521484
114715,40.0,0.04938255719174725,32.40502750345573,65.41791101075434,33.48118725328891,291.72705044524764,2456658.5,7.57731453476914,23.7,39.35521697998047
115066,40.0,0.08021054541877945,34.2161805763142,177.54263572609793,334.72297190879146,252.1474862555187,2456658.5,7.070263209211437,23.38,41.207664489746094
117612,40.0,0.09918649502922708,23.8816839972616,85.77982818761849,160.67771104543917,134.1814066907177,2456658.5,6.531458364912486,23.02,42.94766616821289
118909,40.0,0.02672821150663543,19.097724839740238,134.5727032150966,48.70366315797653,207.44061251750819,2456658.5,6.439981835565691,22.73,40.95470428466797
119558,40.0,0.14154016980060666,27.92471911567732,73.91069948732365,299.6656022530622,12.697618682888567,2456658.5,6.065818019875388,21.62,34.52530288696289
121285,40.0,0.22228078136934348,25.690147800811616,172.73774278290674,290.56549707643,313.7914994119895,2456658.5,6.6134403431121465,22.25,35.14126205444336
123354,40.0,0.1447276509085475,16.5191823890367,141.92601951628325,133.67744107897641,100.34742555669536,2456658.5,8.136448597179408,24.51,41.81033706665039
123898,40.0,0.13365387588023692,35.85732233118469,58.31249532532104,103.76153653541373,232.4141683219143,2456658.5,8.414622054353392,24.98,43.65776824951172
124542,40.0,0.15246876799016798,19.104663669983502,120.3777422985611,20.233657442512126,270.60290193608455,2456658.5,6.727590912565274,23.0,40.853816986083984
126432,40.0,0.1106496434460778,26.67788839668095,73.86282321086986,143.59699285315952,170.93224573482584,2456658.5,6.0729666043250505,22.7,44.38108825683594
127070,40.0,0.12340819191469468,36.08834997900051,178.56644369166915,33.19995992591518,183.82572700425624,2456658.5,6.253154151479324,22.94,44.927616119384766
128673,40.0,0.19456830239143771,25.29484288085634,73.39281147529528,142.34985699941296,166.79117973904357,2456658.5,7.328826492964784,24.26,47.637935638427734
130544,40.0,0.046337587508106154,31.395143362053105,61.12039227310669,52.91709305111312,277.5054948940105,2456658.5,7.0272641475354565,23.2,39.842994689941406
130679,40.0,0.1414090258683613,39.96789816492071,183.88900046565564,274.1605403580525,313.09093119037766,2456658.5,8.154182472551348,23.97,36.6287841796875
133183,40.0,0.0372744681605002,32.87744292383955,68.85414079525377,41.386973827901386,282.3690544910673,2456658.5,6.512554810030997,22.67,39.7342643737793
133207,40.0,0.052959860656383445,19.64942846611327,147.56788472921113,228.987987176746,16.260561629285526,2456658.5,7.105036814583313,23.07,37.97584915161133
134258,40.0,0.04140090575629188,21.820869022561226,137.7901791614152,8.907102359744957,250.69191038545148,2456658.5,7.46613173014338,23.72,40.607364654541016
134843,40.0,0.1752441949009731,21.174216849448584,94.05652898059544,71.30696551516813,241.95454698387854,2456658.5,7.900075456025429,24.5,44.13543701171875
139687,40.0,0.019510573317710028,15.95159598856906,122.75461247714699,20.1255552490299,249.87383335729265,2456658.5,6.534491597235313,22.75,40.28183364868164
140359,40.0,0.17900775318777065,23.127547870851416,161.82603332499897,175.01902015962324,41.07712616956567,2456658.5,6.844548838057395,22.5,35.282875061035156
140588,40.0,0.1286572503326335,30.772675744888225,66.12408404971796,11.930671187049438,322.60183453922315,2456658.5,8.593222717401519,24.35,36.197662353515625
140855,40.0,0.1318243883320238,20.904430985696187,82.26105063508547,36.21925214402621,286.5791573517122,2456658.5,8.389820503846906,24.48,39.164146423339844
141199,40.0,0.1951364685819392,20.30164820273294,86.3430230378421,186.37462712089206,95.1311341956671,2456658.5,6.81589101694148,23.22,42.13625717163086
142029,40.0,0.1076181518779121,24.71524369299987,167.30082694044958,282.2912062222663,317.0379795738349,2456658.5,6.5196879451819285,22.38,37.09230422973633
142037,40.0,0.054487722788251675,18.176736732174344,121.22491308899401,342.65216993275175,291.8874036767603,2456658.5,7.154710417537873,23.27,39.29281234741211
142702,40.0,0.08656142398063899,24.059143159561422,163.4451532217173,196.3834072489939,30.082675392406752,2456658.5,8.119270278522983,23.98,37.088462829589844
143192,40.0,0.049672361526568815,29.655093775416816,172.93176874302688,111.17696337278423,103.28885246458964,2456658.5,8.372355311328063,24.62,40.54844284057617
143331,40.0,0.020992659179641826,47.76327536459131,49.879867801688455,245.901259891631,85.01570946728556,2456658.5,7.685200446074941,23.87,39.9445686340332
143916,40.0,0.15869598929360632,28.901784256755985,76.50682496097646,51.22973391260405,280.1067807325832,2456658.5,7.459029246817426,23.63,39.8875846862793
144434,40.0,0.1703110171514242,41.50746918393489,188.6920333373923,269.8734463698832,316.2523690255874,2456658.5,8.496914926937173,24.2,35.747215270996094
145184,40.0,0.2295582372082142,32.72023692678075,184.0669604032874,193.8572218330971,10.39731845862432,2456658.5,6.950806735651583,22.07,31.069795608520508
145248,40.0,0.17762734639277847,36.744685747104825,181.91701389518562,333.35132840725873,261.6471803929297,2456658.5,7.06428625209295,23.48,42.199275970458984
146370,40.0,0.15499526952996925,22.300493660184458,158.68791546761958,61.93120475840524,172.4249468385338,2456658.5,6.587540653476015,23.38,46.159202575683594
147440,40.0,0.1159185342804464,40.00993444995471,55.203183977719036,5.009076471320957,334.2390626153598,2456658.5,8.229036700168566,23.96,35.94381332397461
149327,40.0,0.1322157294407939,21.91286093947646,83.94400853518965,52.07350130116987,267.36809308460386,2456658.5,6.912520303721693,23.2,40.9266357421875
149749,40.0,0.06576836798294239,18.208271516449916,133.83515797771722,4.039475986151855,260.25635144223844,2456658.5,8.476779565184692,24.73,40.61011505126953
152193,40.0,0.24214416936364247,21.39902661174198,96.83435437855087,94.35204940490478,209.04125267805537,2456658.5,7.376139275652504,24.41,48.881988525390625
152332,40.0,0.07635767357978393,48.02436655124378,50.63505010012312,8.72362608883293,330.16200064318406,2456658.5,6.965276281627927,22.87,37.4145622253418
155978,40.0,0.021282760431490494,35.82130437116726,182.32332222256403,313.08415966897866,261.6612363600612,2456658.5,6.2167909664289365,22.42,40.1411247253418
156972,40.0,0.16057882586708347,23.24054147306637,76.72628623137645,137.50545393113387,172.49366105479953,2456658.5,7.432601783262191,24.25,46.38223648071289
157580,40.0,0.23954824902938934,19.634253032668006,117.22668075165835,354.3420584251188,304.5255311484366,2456658.5,7.610716981242992,23.4,36.44478988647461
159670,40.0,0.15509828758585428,23.560675597940698,89.34947743994151,25.051254619028747,291.514464437484,2456658.5,6.879860821149362,22.92,38.62028503417969
160296,40.0,0.16630401134558384,19.24189008817685,126.87899925844954,69.6198100125925,200.5882599995505,2456658.5,6.526646554828556,23.34,46.337554931640625
164250,40.0,0.21977099815828083,21.144335655501433,100.91956561800406,190.12149534407948,76.05007340545446,2456658.5,6.860855139003601,23.02,39.790985107421875
165544,40.0,0.007466445461913773,21.247512623216835,161.9072578815065,227.45749078159983,2.5129034656561178,2456658.5,8.677665120672355,24.83,39.70163345336914
166021,40.0,0.07962867734863233,23.390996545378556,150.70121737338027,18.193372438279898,232.54160689990215,2456658.5,7.944392680655333,24.34,42.085758209228516
166121,40.0,0.06876735445913573,19.83206920795867,116.31630226707148,127.06444091249053,143.1981202855339,2456658.5,7.560429089313805,23.98,42.26508712768555
166136,40.0,0.0760109505489337,38.05501524847736,185.23070754550184,79.11452604902284,126.85263059235439,2456658.5,8.019440972478687,24.41,41.96162796020508
166308,40.0,0.16914930457311791,21.91433144585328,137.97789527871504,66.0648751023967,191.46515534070056,2456658.5,7.313900652691781,24.16,46.6669921875
167789,40.0,0.11827821339107467,16.56162604282043,116.8681294753745,193.2824459858946,67.85132694036041,2456658.5,7.187904591150446,23.24,38.72587203979492
168765,40.0,0.06368534899520822,27.709407701224805,172.7234311201584,162.53008237840882,55.35494430432906,2456658.5,7.70045948293897,23.74,38.66761779785156
169309,40.0,0.1787296088694186,46.03767923396885,194.83330132085956,336.5539271028831,242.42150767382918,2456658.5,6.810102741075085,23.42,44.18976593017578
169468,40.0,0.03928886980146171,23.632288819720596,72.92018331802022,54.03152977240624,265.29663849742894,2456658.5,8.72548190349578,24.93,40.18986129760742
169560,40.0,0.2116733496018888,19.656768257136754,149.5124219966311,37.84791832522125,215.36221081325868,2456658.5,6.783048806867201,23.69,47.37605285644531
171011,40.0,0.1444270658132082,17.532277788514364,128.7414836898615,278.15148331498665,349.7390648720663,2456658.5,8.43100579208647,23.97,34.348724365234375
171758,40.0,0.16222711079448365,36.6285386624989,59.346080571743535,235.64539917464276,72.95847615923395,2456658.5,6.185039139536239,22.27,39.1154899597168
173392,40.0,0.2094996678107583,43.72378401756223,48.63448632620753,195.63369193868522,122.69899022789986,2456658.5,7.050483258937484,23.79,45.570804595947266
173509,40.0,0.030888315483146578,34.7936634234494,183.19848408993363,12.094125979725465,204.83597696969406,2456658.5,7.147208294468715,23.45,41.12773132324219
174384,40.0,0.03935930736142701,45.372048766023475,50.89221010474491,143.5240602444333,193.87343712642,2456658.5,6.40537683592332,22.75,41.53181838989258
177628,40.0,0.06705717275681297,21.897105697982497,83.67858307542686,194.1189934988899,106.23974696093342,2456658.5,8.105006939816855,24.38,40.91090774536133
179894,40.0,0.03074897774170607,46.02388712707713,46.24416516874908,288.98356189733846,45.73141146860054,2456658.5,7.545271031318058,23.64,39.161476135253906
180458,40.0,0.13616300531434425,45.639942586979565,52.870436382525035,338.10277002952034,353.78360919252145,2456658.5,8.05161483949346,23.62,34.59635925292969
180536,40.0,0.08303593332880055,29.74723863137076,175.55366427440902,320.5557902606586,268.195141564041,2456658.5,7.609372165340978,23.84,40.37786865234375
180601,40.0,0.05385614703768635,17.455835074367577,126.60029727996245,287.70178909198864,339.5742271395464,2456658.5,8.269041562930264,24.24,37.99648666381836
183710,40.0,0.07141314223059467,30.297689054945778,175.54662683253184,138.93868341624716,75.67822883009313,2456658.5,7.000463011611577,23.13,39.48939895629883
184310,40.0,0.11405533067976581,44.62481420163877,190.70538577920811,232.81943971779899,340.8605951624578,2456658.5,8.094923906889427,23.8,35.75638961791992
184695,40.0,0.04047257751650071,42.245973046662634,56.28431303693675,106.38108272808903,226.10741673346155,2456658.5,6.9014859344598625,23.21,41.15504455566406
185801,40.0,0.17549092762419438,41.78736766513629,57.897113419967454,330.99776512014154,357.5802328063248,2456658.5,8.081523889861762,23.45,32.98957443237305
186167,40.0,0.10976103325331493,31.60586028781362,65.00852620503645,331.6163055863224,353.48085782255026,2456658.5,8.071174680799542,23.77,35.645355224609375
186344,40.0,0.028857208022383368,17.967022051078164,118.1777662403926,60.55052082293229,214.0253340319886,2456658.5,7.720980923849118,24.01,40.966739654541016
188231,40.0,0.18104367440364813,46.728628090119535,51.919251185086814,193.51926726432976,121.95266735129263,2456658.5,8.071135109545926,24.72,44.64604187011719
